"","caption","commentsCount","displayUrl","firstComment","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","inputUrl","isCommentsDisabled","isPinned","isSponsored","likesCount","locationName","ownerUsername","productType","timestamp","type","url","videoPlayCount","date","Board","EngagementType","Board1","Board2","Board3","Social","Cultural","Political","Activism","Workshop","Carrousel","Video","Image","attnum","date_n"
"152","Why is Ukraine even still at war? What does this conflict mean for Europe’s future? 🇺🇦🇪🇺





Join Andrey Kurkov, one of Ukraine’s most celebrated authors, for a special talk at Universiteit Leiden, The Hague Campus, on 11 December 2025, organized by Agorá and ABBA Student Association.





The current Russo-Ukrainian war has lasted for more than 10 years and it has already become the pivotal point of European history. Few can describe this reality as vividly and humanely as Andrey Kurkov, who continues to live and write in Ukraine despite the ongoing war. In this discussion, Kurkov will share his personal experiences on how the war affects not only Ukrainian society but also the broader European community – its security, its values, and its future.  Andrey Kurkov is the author of over 20 novels and 10 books for children, translated into more than 45 languages. He is also a columnist for The Guardian, Financial Times, New Statesman, The Spectator, and other media.  


🗓️ 11th of December 


📍Universiteit Leiden, The Hague Campus (Turfmarkt 99, 2511 DP) in room 2.02.


🕐 18:00 - 21:00 (doors close at 18:15). 


‼️ Admission is free, all you need is a registration and a valid ID with you ‼️





https://docs.google.com/forms/d/e/1FAIpQLSe4Y6iNMxeqebhks-FLxyt2OMoqyFGMnOLoF7c85h9UDYDMDw/viewform?usp=dialog





See you there! ✨",1,"https://instagram.fcia5-1.fna.fbcdn.net/v/t51.82787-15/574797405_18489575059076022_3346151425714561453_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=instagram.fcia5-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2gHvsZgeXfJEpb31K8zIsU5M-W9-Q5vpHGK5c30AkKJ3XvhgsEG0MMYg27LltxX956M&_nc_ohc=maIU7o2lVlsQ7kNvwFcaqjY&_nc_gid=HbY71pMVvOZ8w84f5rkOKA&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQAAhfFJSOmW22xDh-LomWsS-HMZIlmUKQkMMybRXQLJ4g&oe=6A6D3812&_nc_sid=c6f216","Exciting 👏🏽",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,50,NA,NA,"feed","2025-11-10T16:24:22.000Z","Carrousel","https://www.instagram.com/p/DQ4e4zXiCD6/",NA,2025-11-10,3,"Political",0,0,1,0,0,1,0,0,0,0,1,79,670.23653088042
"153","🇵🇱Ever been curious about what labor migration is, and what challenges it brings? If so, ABBA Student Association, in collaboration with The Hague Polish Society, is organizing the perfect event for you to learn more about this topic!





📚Bringing together experts from academia, public administration, and civil society, we will explore the complex realities of labour mobility in Europe. The event aims to provide a platform for dialogue between practitioners, scholars, and students, highlighting both the historical background and the current challenges of migration and workers’ rights in the European context.





💡Join us to discuss and learn about the economic, social, and political dimensions of labour migration!





📅 Wednesday, November 19th


 🕔 19:15 - 21:15


📍 Wijnhaven, Room 3.60, Turfmarkt 99, 2511 DP Den Haag





👥 Limited spots available! Sign up via the link in our bio!",1,"https://scontent-fco2-1.cdninstagram.com/v/t51.82787-15/583109226_17977704944948578_3753837120487590473_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=Mzc2NDU0NzE2Njg3MDM0Njk1Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=BCy6Sz77dCcQ7kNvwExZdzm&_nc_oc=AdojXQzMHb7YidHFlEF6S33tO11Z6F5mxqrlRb2bVmzTjkDpB0ztlj7IrtBKPnJJvh8&_nc_zt=23&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_gid=g-WgGDqIryrJJT2SMfN_UA&_nc_ss=7ca8c&oh=00_AQAjQSLqrbSJa9NCafxZTkr_2Id9blTXrZaoONFr1s3uMA&oe=6A6D3754","relevant topic 🙏",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,71,NA,NA,"carousel_container","2025-11-13T17:00:00.000Z","Image","https://www.instagram.com/p/DRARYcQAhVV/",NA,2025-11-13,3,"Political",0,0,1,0,0,1,0,0,1,0,0,32,670.335085413929
"154","🇸🇰 The ABBA Student Association warmly invites you to an exclusive visit to the Embassy of the Slovakia!





🏛️ Discover the fascinating world of diplomacy and gain unique insights into Slovakia’s international relations.





⚠️ Spots are limited — don’t miss your chance to step inside the embassy and experience diplomacy up close.





✨ Get ready, bring your curiosity, and prepare your best questions for the Moldovan diplomats! 





📆 Friday, 21 November


⏰ 14:45


📍 Embassy of Slovakia, Parkweg 1, 2585 JG Den Haag





 👔 The dress code for this event is formal! Please come dressed adequately!





 🛂 To participate, please bring a valid ID or passport!",0,"https://scontent-icn2-1.cdninstagram.com/v/t51.82787-15/580832682_17977703546948578_4938287366249363974_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=scontent-icn2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gHSr4jLAb60_507IKTD8QIVOJmIA82BBoBA2N7FATd9vxb05sR2GH7qqh6HkIF4_Ec&_nc_ohc=XxSl-FiHusMQ7kNvwF5el0F&_nc_gid=Ab4VQSBwNB-pQNpGB368vQ&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQDqbBAwWvTiS5IV2UaGann8kt3sMNQvnJXALwseky1mAQ&oe=6A6D23F0&_nc_sid=c6f216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,44,NA,NA,"feed","2025-11-13T13:00:00.000Z","Image","https://www.instagram.com/p/DQ_181ngtuI/",NA,2025-11-13,3,"Political",0,0,1,0,0,1,0,0,0,0,1,24,670.335085413929
"155","ROOM CHANGE: The event will take place in Room 3.46!





✨ How do we compensate war victims, not in theory, but in real life?





ABBA Student Association invites you to a powerful and deeply relevant discussion:


“How to Compensate Victims: From Theory to Practice.”





Every conflict leaves behind people whose lives have been irreversibly changed. Some lose homes. Others lose family members. Many lose the sense of justice that societies are built upon.





👉 But what does justice actually mean for victims of war?


👉 Who is responsible for recognizing their suffering?


👉 And most importantly: how can compensation happen fairly, practically, and in accordance with international law?





📆 Friday, 28th November


⏰  17:30–19:00


📍 Room 3.46, Leiden University Wijnhaven, Turfmarkt 99, The Hague





Join us for a transformative lecture on one of the most urgent questions in contemporary international justice!





Sign up using the link in our bio!",2,"https://scontent-lhr6-1.cdninstagram.com/v/t51.82787-15/582437172_17978354789948578_56934562684945307_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzc2OTQ3MDg4NzkyNjA1NTgzMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=jdQkHYi6b4sQ7kNvwFaEgsd&_nc_oc=AdoXsq6qcfl91_ZE5lV5lBZuwYZKrprAnkzyh9KuhuR5sK5LJHVysrbz5cAtA8Ave_0&_nc_zt=23&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_gid=_EwdCDztrBb2WKBM95YEDw&_nc_ss=72289&oh=00_AQALe6x2OmaYZbTfFnGb9hU6BGMdxMwH-46JpAB-0dcy0w&oe=6A6D3260","🔥🔥 🔥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,70,NA,NA,"carousel_container","2025-11-19T18:12:51.000Z","Carrousel","https://www.instagram.com/p/DRP2dKYAoW_/",NA,2025-11-19,3,"Political",0,0,1,0,0,1,0,0,1,0,0,36,670.532194480946
"156","🇸🇰🇷🇸🇬🇪 Ever been curious about how students across Central and Eastern Europe are fighting corruption and authoritarianism? If so, ABBA is organizing the perfect event for you to learn more about this topic!





📚 Bringing together students who have been on the frontlines of activism, we will explore the ways young people in Slovakia, Serbia, and Georgia are standing up to oppressive governments and defending democratic values. Sofia Anna Šebestová (Slovakia), Vita Avakumović (Serbia), and Kato Ambokadze (Georgia) will share their experiences and answer your questions in a moderated panel discussion.





📢 The event aims to provide a platform for dialogue between activists and students, highlighting real-life experiences, challenges, and strategies of grassroots movements.





💡 Join us to hear firsthand stories of civil disobedience, protest organization, and student-led advocacy!





📅Friday, December 5th


🕔17:15 - 19:00


📍Wijnhaven Campus, Room 2.17, Turfmarkt 99, 2511 DP Den Haag





Sign up via the link in our bio!",0,"https://scontent-waw2-2.cdninstagram.com/v/t51.82787-15/587021522_17979460286948578_3298650959567100811_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ig_cache_key=Mzc3NzQzMzA3NTgyNzQ5MzMwMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=Xu5AvRv-9FQQ7kNvwHWSDfo&_nc_oc=Adr_SCxVlmbG4ZhiIDhuW47I5VxS88rracHT5vNPMnzPHVG43KXLTPc0pVIRvj0__6M&_nc_zt=23&_nc_ht=scontent-waw2-2.cdninstagram.com&_nc_gid=GFzQvrt_KId5-7Ey5wQxNg&_nc_ss=72a8c&oh=00_AQBX9AYr_O90-Cq2gaUQiEaRxOeGnNYk_PwcJMb1NEIHYA&oe=6A6D46AF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,73,NA,NA,"carousel_container","2025-11-30T17:52:17.000Z","Image","https://www.instagram.com/p/DRsI2K0ArFF/",NA,2025-11-30,3,"Political",0,0,1,0,0,1,0,0,1,0,0,20,670.893561103811
"157","🎙️Join us for the ABBA Student Association Eastern European Cocktails Workshop! 





🔎 A fun DIY workshop, making a variety of cocktails! Learn to prepare, mix, and try 3 different cocktails inspired by Eastern European culture, listen and learn about some history & background behind each one!





📆 Sunday, 7 December


⏰ 15:00-17:00


📍 Beehive Common Room, Turfmarkt 104, 2511 DC Den Haag





We ask for a donation of €5 for members, €7 for non-members.





✍️Sign up via the link in bio!!",0,"https://scontent-mad1-1.cdninstagram.com/v/t51.82787-15/587302909_17979720254948578_4787873318753543284_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=Mzc3OTMyMTcyOTg1NjQ1NjIyMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=8OYW0-XvAcoQ7kNvwHDr5af&_nc_oc=AdozcR1B6X2-rO99CApUhmp6Y1Y2clEDpuHTIPsWLWbIhmEm1wskXz2qPeoomGlgbEo&_nc_zt=23&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_gid=w-yx1bovTyCVY7zaEZJ-lw&_nc_ss=72289&oh=00_AQBtgdQlZGYieQeB4oWEdzYrP1akId-T8IpjajToyboRtg&oe=6A6D3006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,44,NA,NA,"carousel_container","2025-12-03T08:24:42.000Z","Video","https://www.instagram.com/p/DRy2RtagrdZ/",NA,2025-12-03,3,"Workshop",0,0,1,0,0,0,0,1,1,0,0,NA,670.992115637319
"158","✨ Leiden University and ABBA invite you to explore student life during wartime through film and discussion.





Years into Russia’s full-scale invasion, Ukrainian universities and students continue to live, study, and teach under extraordinary circumstances. Education has persisted through air raids, displacement, power cuts, and the emotional weight of war. At the same time, universities have become spaces of civic resilience and innovation, adapting to hybrid education while maintaining academic standards and supporting students and communities.





🎬The event features a screening of a student film by Tobias de Saint Laurent, based on interviews with five students in Ukraine, followed by a panel discussion with Ukrainian voices and policy experts. The panel will explore daily realities, support systems, future reconstruction, and the broader meaning of education in times of war.





💬 We’ll explore daily realities, support systems, reconstruction, and the meaning of education in times of war.





📆 Wednesday, 4th of February


⏰  18:00–19:30


📍 Room 3.48, Leiden University Wijnhaven, Turfmarkt 99, The Hague





Are you curious to learn more? Sign up via the link in our bio and see you there!",3,"https://scontent-cdg4-1.cdninstagram.com/v/t51.82787-15/623539627_17985825290948578_3836465138409032314_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ig_cache_key=MzgyMDcwODI2NTY3NTg3Njc1Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=lcOL5-HKpj0Q7kNvwHAeDvr&_nc_oc=AdqDmzK9yoQ2smGmEyfIB7yUa7gNoI4z54EpNZZsa2QzCO7bWWAQMn23wj_bidk349g&_nc_zt=23&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_gid=hADy1rdrS8YbexjvbmK17Q&_nc_ss=7ea8c&oh=00_AQBAzPvFPQqqpwZ4BoJr5fK9IWikQVkl_fIbSuR_wB-_8w&oe=6A6D39DD","Thank you for your work and keep talking about Ukraine to the world 💙💛",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,99,NA,NA,"carousel_container","2026-01-29T11:01:19.000Z","Video","https://www.instagram.com/p/DUF5grOAkA0/",NA,2026-01-29,3,"Political",0,0,1,0,0,1,0,0,1,0,0,75,672.864651773982
"159","💃 Join us for an evening of traditional dances as part of the celebration of the Restoration of Independence of Lithuania!





✨You will get to learn Lithuanian dances, and learn about their traditions and the remembrance of independence. In collaboration with @nlt_jaunimo_sajunga 





📆 Monday, 16 March


⏰ 17:30-19:30


📍 Beehive Common Room, Turfmarkt 104, The Hague





👥 Limited spots at the event, sign up fast via the link in our bio!",0,"https://scontent-ams2-1.cdninstagram.com/v/t51.82787-15/649218692_17990264108948578_1475900770961790502_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gEVxdO6XZwTyP_HILoFyWwEgj-qJIM6CaIvUxs-bAF0Z02Tca-4QIWwrN89tLqf-W4&_nc_ohc=Xn-HGMG-9VIQ7kNvwFzGpWs&_nc_gid=68aSR1_5Ho_ur1HrizPXEA&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQAae_mNb5mbD6XiUkVqfsvuwdeAS2SJkDS5q9D8KNqsfA&oe=6A6D581C&_nc_sid=c6f216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,91,NA,NA,"feed","2026-03-09T14:25:05.000Z","Carrousel","https://www.instagram.com/p/DVqr1NlgiEV/",NA,2026-03-09,3,"Cultural",0,0,1,0,1,0,0,0,0,0,1,31,674.145860709593
"160","The ABBA Student Association warmly invites you to an exclusive visit to the Kosovo Specialist Chambers in The Hague!





During this visit, students will gain insight into the work of the court, its mandate and its role in prosecuting serious international crimes. Participants will also learn more about the broader context of international criminal law and transitional justice. 





⚠️ Spots are limited — don’t miss your chance! 





📆 Wednesday, 18 March


⏰ 10:15 -


📍 Kosovo Specialist Chambers, Raamweg 47, 2596 HN Den Haag 





 👔 The dress code for this event is formal! Please come dressed adequately!





 🛂 To participate, please bring a valid ID or passport!





Make sure to sign up via the link in our bio!",0,"https://instagram.fsjp12-1.fna.fbcdn.net/v/t51.82787-15/649238069_17990370359948578_8592969015469320679_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=instagram.fsjp12-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gGO5HwjMMM2DSQtAIV3BuV2oAv4V61-cTaGSMK6ILgX-DJ9BTNoPCngECtcOAtMLhM&_nc_ohc=ssZSdbkc6qcQ7kNvwGKBGSH&_nc_gid=dWe5warRuTq2627f8av6Sg&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQC6avY15pKbBFztmqD--i7RT8BngJ9_xjqf-Ztg5LM1RQ&oe=6A6D409A&_nc_sid=c6f216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,30,NA,NA,"feed","2026-03-10T12:19:39.000Z","Image","https://www.instagram.com/p/DVtCRdGgsiU/",NA,2026-03-10,3,"Political",0,0,1,0,0,1,0,0,0,0,1,15,674.178712220762
"161","ABBA x Club Alpbach Netherlands – Info Session on the European Forum Alpbach Scholarship 





🏔️ Curious about spending two inspiring weeks in the Austrian Alps discussing Europe’s future with change leaders, policymakers, and innovators from across Europe and beyond?





ℹ️ Join this information session to learn about the scholarship opportunity to attend the European Forum Alpbach in late August. We will walk through the application process, share personal experiences from Alpbach, and give an inside look at what makes the Forum such a unique intellectual and social experience.





🌐 You will also learn how becoming a scholar connects you to an international network and how you can stay involved in the community afterwards through initiatives like Club Alpbach Netherlands. 





📆 Wednesday, 18 March


⏰ 18:00 - 19:30


📍 Room 3.48, Leiden University Wijnhaven, Turfmarkt 99, The Hague





🔗 Sign up via link in our bio!",0,"https://instagram.frtm1-2.fna.fbcdn.net/v/t51.82787-15/649240871_17990645708948578_4748600866695909770_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=Mzg1MTI5NTY2OTU1ODA3OTA5Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=HB1X6rhIREAQ7kNvwGXGG0p&_nc_oc=AdrpWNLLehQGQpHzKWk3zHmxBKyA-fPDAK4LgmzQZmLK_KFxvZEwV88PIgsDFmhQzpc&_nc_zt=23&_nc_ht=instagram.frtm1-2.fna&_nc_gid=lLYJRTdgFXva36R88MwhaA&_nc_ss=72a8c&oh=00_AQBagSRlRceQ4El2dPVB0I_JcNgHI2tACGGcUcv2VTni0g&oe=6A6D2FFF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden/","false",NA,NA,53,NA,NA,"carousel_container","2026-03-12T15:47:11.000Z","Image","https://www.instagram.com/p/DVyjnIwglse/",NA,2026-03-12,3,"Social",0,0,1,1,0,0,0,0,1,0,0,14,674.244415243101
